x,y,z
-1.70471983e+00,-1.27489421e+00,2.22837294e+01
-1.66797840e+00,-1.36158576e+00,2.18644713e+01
-1.64318202e+00,-1.45243419e+00,2.14545693e+01
-1.62960475e+00,-1.54777021e+00,2.10540254e+01
-1.62662586e+00,-1.64801855e+00,2.06628667e+01
-1.63372820e+00,-1.75368758e+00,2.02811482e+01
-1.65049595e+00,-1.86536142e+00,1.99089562e+01
-1.67661186e+00,-1.98369413e+00,1.95464123e+01
-1.71185433e+00,-2.10940587e+00,1.91936786e+01
-1.75609448e+00,-2.24328042e+00,1.88509626e+01
-1.80929332e+00,-2.38616414e+00,1.85185245e+01
-1.87149910e+00,-2.53896582e+00,1.81966847e+01
-1.94284503e+00,-2.70265716e+00,1.78858331e+01
-2.02354718e+00,-2.87827374e+00,1.75864395e+01
-2.11390274e+00,-3.06691594e+00,1.72990662e+01
-2.21428850e+00,-3.26974959e+00,1.70243825e+01
-2.32515949e+00,-3.48800577e+00,1.67631809e+01
-2.44704769e+00,-3.72297945e+00,1.65163962e+01
-2.58056069e+00,-3.97602617e+00,1.62851273e+01
-2.72637993e+00,-4.24855611e+00,1.60706622e+01
-2.88525847e+00,-4.54202465e+00,1.58745052e+01
-3.05801788e+00,-4.85791828e+00,1.56984094e+01
-3.24554368e+00,-5.19773454e+00,1.55444106e+01
-3.44877912e+00,-5.56295431e+00,1.54148660e+01
-3.66871634e+00,-5.95500467e+00,1.53124955e+01
-3.90638430e+00,-6.37520975e+00,1.52404250e+01
-4.16283262e+00,-6.82472724e+00,1.52022308e+01
-4.43910991e+00,-7.30446734e+00,1.52019832e+01
-4.73623563e+00,-7.81499097e+00,1.52442852e+01
-5.05516372e+00,-8.35638394e+00,1.53343033e+01
-5.39673644e+00,-8.92810382e+00,1.54777834e+01
-5.76162664e+00,-9.52879705e+00,1.56810438e+01
-6.15026653e+00,-1.01560851e+01,1.59509350e+01
-6.56276154e+00,-1.08063211e+01,1.62947534e+01
-6.99878787e+00,-1.14743210e+01,1.67200923e+01
-7.45747345e+00,-1.21530815e+01,1.72346130e+01
-7.93726333e+00,-1.28335000e+01,1.78457176e+01
-8.43577247e+00,-1.35041259e+01,1.85601046e+01
-8.94963189e+00,-1.41509814e+01,1.93831966e+01
-9.47433776e+00,-1.47575020e+01,2.03184366e+01
-1.00041174e+01,-1.53046585e+01,2.13664689e+01
-1.05318312e+01,-1.57713267e+01,2.25242433e+01
-1.10489336e+01,-1.61349698e+01,2.37841149e+01
-1.15455199e+01,-1.63726769e+01,2.51330471e+01
-1.20104847e+01,-1.64625664e+01,2.65520576e+01
-1.24318158e+01,-1.63855035e+01,2.80160690e+01
-1.27970328e+01,-1.61270051e+01,2.94943186e+01
-1.30937667e+01,-1.56791277e+01,3.09514405e+01
-1.33104529e+01,-1.50420675e+01,3.23492470e+01
-1.34370839e+01,-1.42251802e+01,3.36491137e+01
-1.34659494e+01,-1.32471652e+01,3.48147409e+01
-1.33922758e+01,-1.21352674e+01,3.58149453e+01
-1.32146817e+01,-1.09235109e+01,3.66260846e+01
-1.29353826e+01,-9.65016233e+00,3.72337482e+01
-1.25601107e+01,-8.35476883e+00,3.76334626e+01
-1.20977569e+01,-7.07519431e+00,3.78303418e+01
-1.15597816e+01,-5.84505656e+00,3.78378007e+01
-1.09594700e+01,-4.69186401e+00,3.76756005e+01
-1.03111203e+01,-3.63599537e+00,3.73675725e+01
-9.62925387e+00,-2.69050640e+00,3.69393604e+01
-8.92791625e+00,-1.86162320e+00,3.64164499e+01
-8.22011637e+00,-1.14971185e+00,3.58226504e+01
-7.51742560e+00,-5.50500500e-01,3.51790856e+01
-6.82973520e+00,-5.63587040e-02,3.45036630e+01
-6.16515544e+00,3.42509921e-01,3.38109399e+01
-5.53002978e+00,6.57048833e-01,3.31122774e+01
-4.92903461e+00,8.98541248e-01,3.24161785e+01
-4.36533598e+00,1.07801539e+00,3.17287175e+01
-3.84077852e+00,1.20584059e+00,3.10539943e+01
-3.35608687e+00,1.29148128e+00,3.03945665e+01
-2.91106522e+00,1.34337334e+00,2.97518330e+01
-2.50478505e+00,1.36888961e+00,2.91263569e+01
-2.13575507e+00,1.37436647e+00,2.85181252e+01
-1.80207055e+00,1.36516926e+00,2.79267510e+01
-1.50154090e+00,1.34577974e+00,2.73516240e+01
-1.23179633e+00,1.31989382e+00,2.67920189e+01
-9.90374797e-01,1.29052131e+00,2.62471705e+01
-7.74791415e-01,1.26008246e+00,2.57163234e+01
-5.82592277e-01,1.23049830e+00,2.51987617e+01
-4.11394977e-01,1.20327288e+00,2.46938260e+01
-2.58917858e-01,1.17956690e+00,2.42009206e+01
-1.22999883e-01,1.16026262e+00,2.37195146e+01
-1.61286301e-03,1.14602037e+00,2.32491395e+01
1.07132490e-01,1.13732732e+00,2.27893841e+01
2.04985366e-01,1.13453916e+00,2.23398895e+01
2.93557438e-01,1.13791539e+00,2.19003428e+01
3.74328279e-01,1.14764922e+00,2.14704724e+01
4.48652861e-01,1.16389243e+00,2.10500431e+01
5.17770514e-01,1.18677623e+00,2.06388519e+01
5.82814832e-01,1.21642857e+00,2.02367254e+01
6.44824142e-01,1.25298846e+00,1.98435176e+01
7.04752215e-01,1.29661793e+00,1.94591080e+01
7.63479004e-01,1.34751201e+00,1.90834017e+01
8.21821221e-01,1.40590711e+00,1.87163290e+01
8.80542653e-01,1.47208819e+00,1.83578468e+01
9.40364126e-01,1.54639508e+00,1.80079397e+01
1.00197309e+00,1.62922799e+00,1.76666232e+01
1.06603279e+00,1.72105269e+00,1.73339460e+01
1.13319105e+00,1.82240528e+00,1.70099950e+01
1.20408864e+00,1.93389691e+00,1.66948998e+01
1.27936735e+00,2.05621829e+00,1.63888392e+01
1.35967763e+00,2.19014422e+00,1.60920481e+01
1.44568603e+00,2.33653805e+00,1.58048271e+01
1.53808229e+00,2.49635609e+00,1.55275523e+01
1.63758617e+00,2.67065179e+00,1.52606879e+01
1.74495406e+00,2.86057956e+00,1.50048010e+01
1.86098523e+00,3.06739795e+00,1.47605783e+01
1.98652780e+00,3.29247190e+00,1.45288467e+01
2.12248423e+00,3.53727351e+00,1.43105962e+01
2.26981637e+00,3.80338068e+00,1.41070075e+01
2.42954963e+00,4.09247288e+00,1.39194837e+01
2.60277625e+00,4.40632284e+00,1.37496867e+01
2.79065724e+00,4.74678292e+00,1.35995786e+01
2.99442241e+00,5.11576419e+00,1.34714698e+01
3.21536811e+00,5.51520633e+00,1.33680716e+01
3.45485159e+00,5.94703530e+00,1.32925558e+01
3.71428133e+00,6.41310565e+00,1.32486184e+01
3.99510177e+00,6.91512349e+00,1.32405484e+01
4.29877108e+00,7.45454522e+00,1.32732972e+01
4.62673003e+00,8.03244699e+00,1.33525468e+01
4.98035976e+00,8.64935877e+00,1.34847696e+01
5.36092577e+00,9.30505729e+00,1.36772727e+01
5.76950541e+00,9.99831227e+00,1.39382141e+01
6.20689558e+00,1.07265820e+01,1.42765760e+01
6.67349786e+00,1.14856578e+01,1.47020733e+01
7.16917836e+00,1.22692617e+01,1.52249731e+01
7.69310084e+00,1.30686112e+01,1.58557941e+01
8.24353376e+00,1.38719766e+01,1.66048525e+01
8.81763477e+00,1.46642735e+01,1.74816220e+01
9.41122114e+00,1.54267539e+01,1.84938822e+01
1.00185408e+01,1.61368824e+01,1.96466460e+01
1.06320667e+01,1.67685036e+01,2.09408886e+01
1.12423454e+01,1.72924229e+01,2.23721445e+01
1.18379401e+01,1.76775118e+01,2.39291000e+01
1.24055134e+01,1.78924185e+01,2.55923798e+01
1.29300944e+01,1.79078836e+01,2.73337835e+01
1.33955656e+01,1.76995476e+01,2.91162657e+01
1.37853855e+01,1.72509840e+01,3.08949242e+01
1.40835241e+01,1.65565446e+01,3.26191563e+01
1.42755521e+01,1.56235058e+01,3.42359497e+01
1.43497748e+01,1.44730031e+01,3.56940247e+01
1.42982724e+01,1.31393847e+01,3.69482934e+01
1.41176990e+01,1.16678882e+01,3.79639411e+01
1.38097112e+01,1.01108879e+01,3.87194297e+01
1.33809517e+01,8.52327716e+00,3.92079040e+01
1.28425839e+01,6.95773802e+00,3.94368064e+01
1.22094449e+01,5.46063716e+00,3.94258727e+01
1.14989429e+01,4.06910417e+00,3.92039869e+01
1.07298504e+01,2.80954615e+00,3.88055228e+01
9.92113892e+00,1.69754802e+00,3.82667832e+01
9.09097143e+00,7.38876494e-01,3.76230028e+01
8.25592395e+00,-6.88090345e-02,3.69061667e+01
7.43046156e+00,-7.33937501e-01,3.61437004e+01
6.62665788e+00,-1.26902428e+00,3.53579330e+01
5.85412167e+00,-1.68890314e+00,3.45661567e+01
5.12008263e+00,-2.00930242e+00,3.37810831e+01
4.42958639e+00,-2.24579158e+00,3.30115150e+01
3.78575451e+00,-2.41306900e+00,3.22630917e+01
3.19007315e+00,-2.52453372e+00,3.15390144e+01
2.64268398e+00,-2.59207484e+00,3.08406908e+01
2.14265955e+00,-2.62601633e+00,3.01682761e+01
1.68825225e+00,-2.63516473e+00,2.95211037e+01
1.27711189e+00,-2.62691906e+00,2.88980134e+01
9.06470146e-01,-2.60741340e+00,2.82975913e+01
5.73293383e-01,-2.58167184e+00,2.77183376e+01
2.74405951e-01,-2.55376292e+00,2.71587777e+01
6.58750379e-03,-2.52694567e+00,2.66175317e+01
-2.33352283e-01,-2.50380327e+00,2.60933524e+01
-4.48518145e-01,-2.48636237e+00,2.55851433e+01
-6.41889604e-01,-2.47619803e+00,2.50919615e+01
-8.16294414e-01,-2.47452468e+00,2.46130132e+01
-9.74392559e-01,-2.48227420e+00,2.41476437e+01
-1.11866864e+00,-2.50016240e+00,2.36953261e+01
-1.25143077e+00,-2.52874517e+00,2.32556489e+01
-1.37481456e+00,-2.56846558e+00,2.28283055e+01
-1.49079066e+00,-2.61969309e+00,2.24130847e+01
-1.60117515e+00,-2.68275600e+00,2.20098635e+01
-1.70764163e+00,-2.75796800e+00,2.16186015e+01
-1.81173447e+00,-2.84564980e+00,2.12393383e+01
-1.91488264e+00,-2.94614638e+00,2.08721919e+01
-2.01841371e+00,-3.05984063e+00,2.05173608e+01
-2.12356761e+00,-3.18716377e+00,2.01751262e+01
-2.23150995e+00,-3.32860292e+00,1.98458575e+01
-2.34334471e+00,-3.48470621e+00,1.95300199e+01
-2.46012605e+00,-3.65608536e+00,1.92281824e+01
-2.58286909e+00,-3.84341604e+00,1.89410300e+01
-2.71255971e+00,-4.04743567e+00,1.86693762e+01
-2.85016290e+00,-4.26893865e+00,1.84141781e+01
-2.99662992e+00,-4.50876857e+00,1.81765541e+01
-3.15290368e+00,-4.76780684e+00,1.79578035e+01
-3.31992249e+00,-5.04695734e+00,1.77594273e+01
-3.49862165e+00,-5.34712586e+00,1.75831524e+01
-3.68993271e+00,-5.66919373e+00,1.74309563e+01
-3.89477992e+00,-6.01398409e+00,1.73050934e+01
-4.11407341e+00,-6.38221957e+00,1.72081214e+01
-4.34869857e+00,-6.77446978e+00,1.71429266e+01
-4.59950073e+00,-7.19108687e+00,1.71127471e+01
-4.86726469e+00,-7.63212746e+00,1.71211906e+01
-5.15268797e+00,-8.09725921e+00,1.71722439e+01
-5.45634684e+00,-8.58565081e+00,1.72702700e+01
-5.77865444e+00,-9.09584450e+00,1.74199880e+01
-6.11980977e+00,-9.62561160e+00,1.76264277e+01
-6.47973711e+00,-1.01717930e+01,1.78948527e+01
-6.85801542e+00,-1.07301286e+01,1.82306419e+01
-7.25379807e+00,-1.12950840e+01,1.86391202e+01
-7.66572392e+00,-1.18596855e+01,1.91253278e+01
-8.09182228e+00,-1.24153802e+01,1.96937224e+01
-8.52941574e+00,-1.29519449e+01,2.03478055e+01
-8.97502696e+00,-1.34574700e+01,2.10896780e+01
-9.42429788e+00,-1.39184537e+01,2.19195330e+01
-9.87193225e+00,-1.43200402e+01,2.28351103e+01
-1.03116746e+01,-1.46464340e+01,2.38311508e+01
-1.07363402e+01,-1.48815155e+01,2.48989079e+01
-1.11379107e+01,-1.50096611e+01,2.60257884e+01
-1.15077082e+01,-1.50167467e+01,2.71952055e+01
-1.18366544e+01,-1.48912775e+01,2.83867272e+01
-1.21156152e+01,-1.46255457e+01,2.95765863e+01
-1.23358192e+01,-1.42166877e+01,3.07385833e+01
-1.24893254e+01,-1.36674884e+01,3.18453612e+01
-1.25695049e+01,-1.29867867e+01,3.28699649e+01
-1.25714918e+01,-1.21893709e+01,3.37875377e+01
-1.24925537e+01,-1.12953171e+01,3.45769605e+01
-1.23323384e+01,-1.03288088e+01,3.52222273e+01
-1.20929647e+01,-9.31655942e+00,3.57133778e+01
-1.17789421e+01,-8.28602770e+00,3.60468720e+01
-1.13969280e+01,-7.26364606e+00,3.62253791e+01
-1.09553476e+01,-6.27326864e+00,3.62570460e+01
-1.04639205e+01,-5.33499662e+00,3.61543790e+01
-9.93314200e+00,-4.46446451e+00,3.59329168e+01
-9.37376860e+00,-3.67259381e+00,3.56098711e+01
-8.79634981e+00,-2.96575611e+00,3.52028855e+01
-8.21083572e+00,-2.34624629e+00,3.47290154e+01
-7.62627725e+00,-1.81295065e+00,3.42039785e+01
-7.05062358e+00,-1.36210098e+00,3.36416816e+01
-6.49061102e+00,-9.88025338e-01,3.30539924e+01
-5.95173102e+00,-6.83832804e-01,3.24507085e+01
-5.43826174e+00,-4.41995601e-01,3.18396687e+01
-4.95334632e+00,-2.54813860e-01,3.12269535e+01
-4.49910223e+00,-1.14764353e-01,3.06171312e+01
-4.07674833e+00,-1.47446050e-02,3.00135166e+01
-3.68673853e+00,5.17711224e-02,2.94184181e+01
-3.32889414e+00,9.06460226e-02,2.88333608e+01
-3.00252907e+00,1.07048026e-01,2.82592781e+01
-2.70656425e+00,1.05455243e-01,2.76966693e+01
-2.43962930e+00,8.96872682e-02,2.71457263e+01
-2.20015078e+00,6.29526818e-02,2.66064314e+01
-1.98642692e+00,2.79054859e-02,2.60786311e+01
-1.79668974e+00,-1.32948167e-02,2.55620896e+01
-1.62915548e+00,-5.89231708e-02,2.50565277e+01
-1.48206466e+00,-1.07631391e-01,2.45616484e+01
-1.35371295e+00,-1.58394581e-01,2.40771541e+01
-1.24247437e+00,-2.10462414e-01,2.36027572e+01
-1.14681773e+00,-2.63315646e-01,2.31381861e+01
-1.06531778e+00,-3.16627936e-01,2.26831882e+01
-9.96661818e-01,-3.70232807e-01,2.22375304e+01
-9.39652784e-01,-4.24095455e-01,2.18009988e+01
-8.93209624e-01,-4.78289055e-01,2.13733983e+01
-8.56365538e-01,-5.32975119e-01,2.09545505e+01
-8.28264711e-01,-5.88387528e-01,2.05442931e+01
-8.08158001e-01,-6.44819790e-01,2.01424788e+01
-7.95397963e-01,-7.02615165e-01,1.97489741e+01
-7.89433528e-01,-7.62159266e-01,1.93636593e+01
-7.89804593e-01,-8.23874834e-01,1.89864280e+01
-7.96136723e-01,-8.88218382e-01,1.86171876e+01
-8.08136117e-01,-9.55678449e-01,1.82558597e+01
-8.25584950e-01,-1.02677524e+00,1.79023812e+01
-8.48337195e-01,-1.10206149e+00,1.75567057e+01
-8.76314964e-01,-1.18212430e+00,1.72188054e+01
-9.09505426e-01,-1.26758799e+00,1.68886732e+01
-9.47958321e-01,-1.35911759e+00,1.65663259e+01
-9.91784084e-01,-1.45742316e+00,1.62518075e+01
-1.04115258e+00,-1.56326464e+00,1.59451935e+01
-1.09629247e+00,-1.67745722e+00,1.56465957e+01
-1.15749111e+00,-1.80087728e+00,1.53561685e+01
-1.22509516e+00,-1.93446859e+00,1.50741160e+01
-1.29951159e+00,-2.07924892e+00,1.48007000e+01
-1.38120938e+00,-2.23631680e+00,1.45362506e+01
-1.47072159e+00,-2.40685840e+00,1.42811777e+01
-1.56864793e+00,-2.59215423e+00,1.40359851e+01
-1.67565774e+00,-2.79358562e+00,1.38012869e+01
-1.79249323e+00,-3.01264042e+00,1.35778274e+01
-1.91997291e+00,-3.25091768e+00,1.33665038e+01
-2.05899508e+00,-3.51013069e+00,1.31683929e+01
-2.21054114e+00,-3.79210756e+00,1.29847832e+01
-2.37567855e+00,-4.09878846e+00,1.28172115e+01
-2.55556296e+00,-4.43221817e+00,1.26675054e+01
-2.75143914e+00,-4.79453229e+00,1.25378323e+01
-2.96464020e+00,-5.18793502e+00,1.24307563e+01
-3.19658414e+00,-5.61466577e+00,1.23493009e+01
-3.44876699e+00,-6.07695139e+00,1.22970204e+01
-3.72275109e+00,-6.57693962e+00,1.22780773e+01
-4.02014716e+00,-7.11660903e+00,1.22973257e+01
-4.34258800e+00,-7.69764935e+00,1.23603961e+01
-4.69169173e+00,-8.32130535e+00,1.24737799e+01
-5.06901153e+00,-8.98817694e+00,1.26449031e+01
-5.47596870e+00,-9.69796752e+00,1.28821817e+01
-5.91376541e+00,-1.04491737e+01,1.31950409e+01
-6.38327309e+00,-1.12387114e+01,1.35938808e+01
-6.88489282e+00,-1.20614772e+01,1.40899583e+01
-7.41838430e+00,-1.29098526e+01,1.46951543e+01
-7.98266188e+00,-1.37731694e+01,1.54215842e+01
-8.57555857e+00,-1.46371718e+01,1.62810101e+01
-9.19356357e+00,-1.54835359e+01,1.72840109e+01
-9.83154514e+00,-1.62895332e+01,1.84388823e+01
-1.04824795e+01,-1.70279563e+01,1.97502602e+01
-1.11372168e+01,-1.76674539e+01,2.12175103e+01
-1.17843280e+01,-1.81734281e+01,2.28329902e+01
-1.24100836e+01,-1.85096357e+01,2.45803784e+01
-1.29986253e+01,-1.86405654e+01,2.64333548e+01
-1.35323831e+01,-1.85345435e+01,2.83549915e+01
-1.39927757e+01,-1.81673433e+01,3.02982289e+01
-1.43611950e+01,-1.75258669e+01,3.22077376e+01
-1.46202270e+01,-1.66112923e+01,3.40232710e+01
-1.47550020e+01,-1.54409973e+01,3.56843092e+01
-1.47545154e+01,-1.40486700e+01,3.71354510e+01
-1.46127319e+01,-1.24823024e+01,3.83317214e+01
-1.43292942e+01,-1.08001978e+01,3.92428578e+01
-1.39097115e+01,-9.06558082e+00,3.98557808e+01
-1.33649848e+01,-7.34072598e+00,4.01748289e+01
-1.27107273e+01,-5.68160328e+00,4.02198268e+01
-1.19659182e+01,-4.13385639e+00,4.00225096e+01
-1.11514768e+01,-2.73055756e+00,3.96220879e+01
-1.02888460e+01,-1.49176276e+00,3.90607784e+01
-9.39874502e+00,-4.25549883e-01,3.83799566e+01
-8.50018965e+00,4.69962777e-01,3.76173131e+01
-7.60982477e+00,1.20414697e+00,3.68051217e+01
-6.74155836e+00,1.79138348e+00,3.59695111e+01
-5.90645448e+00,2.24886596e+00,3.51305126e+01
-5.11282512e+00,2.59484095e+00,3.43026236e+01
-4.36645781e+00,2.84731989e+00,3.34956470e+01
-3.67092278e+00,3.02322398e+00,3.27156230e+01
-3.02791431e+00,3.13788527e+00,3.19657269e+01
-2.43759343e+00,3.20481641e+00,3.12470629e+01
-1.89891021e+00,3.23566807e+00,3.05593216e+01
-1.40989317e+00,3.24030692e+00,2.99012970e+01
-9.67900005e-01,3.22696336e+00,2.92712756e+01
-5.69828506e-01,3.20241270e+00,2.86673148e+01
-2.12289583e-01,3.17216621e+00,2.80874347e+01
1.08254228e-01,3.14065708e+00,2.75297408e+01
3.95380518e-01,3.11141299e+00,2.69924978e+01
6.52624689e-01,3.08721153e+00,2.64741668e+01
8.83419341e-01,3.07021698e+00,2.59734197e+01
1.09105158e+00,3.06209903e+00,2.54891368e+01
1.27863485e+00,3.06413444e+00,2.50203970e+01
1.44909233e+00,3.07729341e+00,2.45664620e+01
1.60514954e+00,3.10231235e+00,2.41267597e+01
1.74933388e+00,3.13975462e+00,2.37008681e+01
1.88397956e+00,3.19006104e+00,2.32885004e+01
2.01123639e+00,3.25359125e+00,2.28894934e+01
2.13308128e+00,3.33065750e+00,2.25037973e+01
2.25133156e+00,3.42155168e+00,2.21314693e+01
2.36765930e+00,3.52656658e+00,2.17726700e+01
2.48360600e+00,3.64601217e+00,2.14276612e+01
2.60059734e+00,3.78022746e+00,2.10968079e+01
2.71995728e+00,3.92958845e+00,2.07805813e+01
2.84292159e+00,4.09451238e+00,2.04795648e+01
2.97065016e+00,4.27545868e+00,2.01944617e+01
3.10423818e+00,4.47292648e+00,1.99261046e+01
3.24472585e+00,4.68744877e+00,1.96754677e+01
3.39310632e+00,4.91958288e+00,1.94436791e+01
3.55033195e+00,5.16989706e+00,1.92320362e+01
3.71731837e+00,5.43895259e+00,1.90420214e+01
3.89494623e+00,5.72728084e+00,1.88753185e+01
4.08406038e+00,6.03535453e+00,1.87338301e+01
4.28546600e+00,6.36355239e+00,1.86196938e+01
4.49992144e+00,6.71211617e+00,1.85352972e+01
4.72812722e+00,7.08109909e+00,1.84832899e+01
4.97071071e+00,7.47030473e+00,1.84665908e+01
5.22820596e+00,7.87921555e+00,1.84883881e+01
5.50102813e+00,8.30691055e+00,1.85521293e+01
5.78944197e+00,8.75197195e+00,1.86614976e+01
6.09352394e+00,9.21238176e+00,1.88203691e+01
6.41311766e+00,9.68541001e+00,1.90327482e+01
6.74778270e+00,1.01674983e+01,1.93026729e+01
7.09673711e+00,1.06541439e+01,1.96340857e+01
7.45879482e+00,1.11397929e+01,2.00306649e+01
7.83229961e+00,1.16177532e+01,2.04956102e+01
8.21505864e+00,1.20801415e+01,2.10313831e+01
8.60427963e+00,1.25178822e+01,2.16394014e+01
8.99651716e+00,1.29207772e+01,2.23196969e+01
9.38763511e+00,1.32776692e+01,2.30705502e+01
9.77279333e+00,1.35767142e+01,2.38881255e+01
1.01464676e+01,1.38057816e+01,2.47661408e+01
1.05025121e+01,1.39529813e+01,2.56956129e+01
1.08342715e+01,1.40073108e+01,2.66647281e+01
1.11347496e+01,1.39593905e+01,2.76588875e+01
1.13968328e+01,1.38022354e+01,2.86609682e+01
1.16135661e+01,1.35319942e+01,2.96518290e+01
1.17784671e+01,1.31485661e+01,3.06110571e+01
1.18858595e+01,1.26560093e+01,3.15179240e+01
1.19312009e+01,1.20626606e+01,3.23524777e+01
1.19113739e+01,1.13809194e+01,3.30966709e+01
1.18249131e+01,1.06266850e+01,3.37354048e+01
1.16721405e+01,9.81849025e+00,3.42573701e+01
1.14551954e+01,8.97641511e+00,3.46555892e+01
1.11779508e+01,8.12089837e+00,3.49276027e+01
1.08458265e+01,7.27157718e+00,3.50752950e+01
1.04655144e+01,6.44627329e+00,3.51044013e+01
1.00446453e+01,5.66021578e+00,3.50237777e+01
9.59142657e+00,4.92554925e+00,3.48445373e+01
9.11428177e+00,4.25113361e+00,3.45791561e+01
8.62151879e+00,3.64260539e+00,3.42406391e+01
8.12104558e+00,3.10264564e+00,3.38418112e+01
7.62014582e+00,2.63138828e+00,3.33947693e+01
7.12531903e+00,2.22690305e+00,3.29105052e+01
6.64218296e+00,1.88569654e+00,3.23986878e+01
6.17543216e+00,1.60318805e+00,3.18675804e+01
5.72884327e+00,1.37413193e+00,3.13240625e+01
5.30531676e+00,1.19297133e+00,3.07737228e+01
4.90694486e+00,1.05411882e+00,3.02209981e+01
4.53509628e+00,9.52167007e-01,2.96693318e+01
4.19050982e+00,8.82036633e-01,2.91213367e+01
3.87339053e+00,8.39072110e-01,2.85789495e+01
3.58350369e+00,8.19094795e-01,2.80435697e+01
3.32026330e+00,8.18423854e-01,2.75161803e+01
3.08281287e+00,8.33873344e-01,2.69974488e+01
2.87009744e+00,8.62732759e-01,2.64878085e+01
2.68092632e+00,9.02736848e-01,2.59875247e+01
2.51402662e+00,9.52029212e-01,2.54967446e+01
2.36808814e+00,1.00912303e+00,2.50155361e+01
2.24180012e+00,1.07286140e+00,2.45439168e+01
2.13388087e+00,1.14237891e+00,2.40818752e+01
2.04310093e+00,1.21706566e+00,2.36293864e+01
1.96830080e+00,1.29653435e+00,2.31864229e+01
1.90840406e+00,1.38059082e+00,2.27529633e+01
1.86242650e+00,1.46920815e+00,2.23289982e+01
1.82948221e+00,1.56250437e+00,2.19145349e+01
1.80878702e+00,1.66072348e+00,2.15096015e+01
1.79966008e+00,1.76421972e+00,2.11142507e+01
1.80152382e+00,1.87344471e+00,2.07285634e+01
1.81390290e+00,1.98893722e+00,2.03526528e+01
1.83642240e+00,2.11131526e+00,1.99866686e+01
1.86880544e+00,2.24127018e+00,1.96308028e+01
1.91087068e+00,2.37956243e+00,1.92852950e+01
1.96252960e+00,2.52701871e+00,1.89504399e+01
2.02378393e+00,2.68453024e+00,1.86265951e+01
2.09472310e+00,2.85305168e+00,1.83141908e+01
2.17552194e+00,3.03360049e+00,1.80137409e+01
2.26643847e+00,3.22725631e+00,1.77258553e+01
2.36781187e+00,3.43515999e+00,1.74512546e+01
2.48006049e+00,3.65851164e+00,1.71907872e+01
2.60367983e+00,3.89856737e+00,1.69454479e+01
2.73924026e+00,4.15663388e+00,1.67163999e+01
2.88738435e+00,4.43406022e+00,1.65049992e+01
3.04882349e+00,4.73222571e+00,1.63128219e+01
3.22433343e+00,5.05252289e+00,1.61416949e+01
3.41474831e+00,5.39633415e+00,1.59937291e+01
3.62095276e+00,5.76500040e+00,1.58713559e+01
3.84387117e+00,6.15977985e+00,1.57773645e+01
4.08445362e+00,6.58179468e+00,1.57149421e+01
4.34365730e+00,7.03196314e+00,1.56877120e+01
4.62242244e+00,7.51091425e+00,1.56997698e+01
4.92164150e+00,8.01888231e+00,1.57557122e+01
5.24212011e+00,8.55557844e+00,1.58606559e+01
5.58452832e+00,9.12003664e+00,1.60202381e+01
5.94934053e+00,9.71043323e+00,1.62405909e+01
6.33676269e+00,1.03238796e+01,1.65282802e+01
6.74664548e+00,1.09561917e+01,1.68901947e+01
7.17838300e+00,1.16016424e+01,1.73333716e+01
7.63079716e+00,1.22527108e+01,1.78647421e+01
8.10200987e+00,1.28998469e+01,1.84907817e+01
8.58930682e+00,1.35312816e+01,1.92170529e+01
9.08899992e+00,1.41329205e+01,2.00476323e+01
9.59629870e+00,1.46883701e+01,2.09844300e+01
1.01052051e+01,1.51791523e+01,2.20264227e+01
1.06084499e+01,1.55851635e+01,2.31688495e+01
1.10974932e+01,1.58854277e+01,2.44024448e+01
1.15626116e+01,1.60591669e+01,2.57128168e+01
1.19930938e+01,1.60871767e+01,2.70800996e+01
1.23775606e+01,1.59534333e+01,2.84790189e+01
1.27044142e+01,1.56467978e+01,2.98794911e+01
1.29624020e+01,1.51626149e+01,3.12478265e+01
1.31412660e+01,1.45039635e+01,3.25485216e+01
1.32324208e+01,1.36823147e+01,3.37465161e+01
1.32295938e+01,1.27174063e+01,3.48096798e+01
1.31293511e+01,1.16362520e+01,3.57112137e+01
1.29314382e+01,1.04713488e+01,3.64316249e+01
1.26388876e+01,9.25829364e+00,3.69599870e+01
1.22578735e+01,8.03313117e+00,3.72943133e+01
1.17973297e+01,6.82979674e+00,3.74410269e+01
1.12683781e+01,5.67798041e+00,3.74136662e+01
1.06836392e+01,4.60163769e+00,3.72310768e+01
1.00565018e+01,3.61823821e+00,3.69153885e+01
9.40042439e+00,2.73871460e+00,3.64900574e+01
8.72832820e+00,1.96797732e+00,3.59781893e+01
