x,y,z
-1.25524476e+01,-9.37030691e+00,3.66657309e+01
-1.21923500e+01,-8.18630995e+00,3.70156474e+01
-1.17543854e+01,-7.01849376e+00,3.71841919e+01
-1.12489337e+01,-5.89567350e+00,3.71831700e+01
-1.06878869e+01,-4.84147626e+00,3.70296461e+01
-1.00839679e+01,-3.87353484e+00,3.67440875e+01
-9.45006806e+00,-3.00333482e+00,3.63485295e+01
-8.79866191e+00,-2.23660551e+00,3.58649670e+01
-8.14133382e+00,-1.57409391e+00,3.53140988e+01
-7.48843530e+00,-1.01254946e+00,3.47144733e+01
-6.84887237e+00,-5.45767199e-01,3.40820153e+01
-6.23001050e+00,-1.65574441e-01,3.34298741e+01
-5.63767663e+00,1.37311649e-01,3.27685119e+01
-5.07623484e+00,3.72590268e-01,3.21059504e+01
-4.54871263e+00,5.49852557e-01,3.14481032e+01
-4.05695733e+00,6.78213124e-01,3.07991392e+01
-3.60180619e+00,7.66073966e-01,3.01618359e+01
-3.18325729e+00,8.20993706e-01,2.95379010e+01
-2.80063274e+00,8.49635998e-01,2.89282475e+01
-2.45272831e+00,8.57774118e-01,2.83332206e+01
-2.13794644e+00,8.50333000e-01,2.77527768e+01
-1.85441139e+00,8.31454198e-01,2.71866214e+01
-1.60006660e+00,8.04573020e-01,2.66343099e+01
-1.37275519e+00,7.72500266e-01,2.60953205e+01
-1.17028494e+00,7.37503421e-01,2.55691041e+01
-9.90479601e-01,7.01384024e-01,2.50551163e+01
-8.31218219e-01,6.65549283e-01,2.45528375e+01
-6.90464173e-01,6.31076915e-01,2.40617836e+01
-5.66285676e-01,5.98772879e-01,2.35815102e+01
-4.56869144e-01,5.69222046e-01,2.31116137e+01
-3.60526817e-01,5.42832145e-01,2.26517289e+01
-2.75699767e-01,5.19871472e-01,2.22015260e+01
-2.00957312e-01,5.00500928e-01,2.17607067e+01
-1.34993693e-01,4.84800997e-01,2.13290000e+01
-7.66227185e-02,4.72794246e-01,2.09061590e+01
-2.47709607e-02,4.64463954e-01,2.04919566e+01
2.15299933e-02,4.59769390e-01,2.00861834e+01
6.31518757e-02,4.58658249e-01,1.96886446e+01
1.00878340e-01,4.61076712e-01,1.92991582e+01
1.35413604e-01,4.66977518e-01,1.89175532e+01
1.67390956e-01,4.76326431e-01,1.85436685e+01
1.97381006e-01,4.89107404e-01,1.81773517e+01
2.25899585e-01,5.05326728e-01,1.78184585e+01
2.53415257e-01,5.25016402e-01,1.74668522e+01
2.80356398e-01,5.48236928e-01,1.71224035e+01
3.07117854e-01,5.75079720e-01,1.67849907e+01
3.34067179e-01,6.05669262e-01,1.64544994e+01
3.61550478e-01,6.40165160e-01,1.61308233e+01
3.89897891e-01,6.78764184e-01,1.58138643e+01
4.19428749e-01,7.21702405e-01,1.55035337e+01
4.50456453e-01,7.69257505e-01,1.51997526e+01
4.83293121e-01,8.21751326e-01,1.49024534e+01
5.18254047e-01,8.79552726e-01,1.46115814e+01
5.55662024e-01,9.43080789e-01,1.43270959e+01
5.95851581e-01,1.01280845e+00,1.40489733e+01
6.39173189e-01,1.08926654e+00,1.37772086e+01
6.85997464e-01,1.17304837e+00,1.35118194e+01
7.36719440e-01,1.26481479e+00,1.32528492e+01
7.91762939e-01,1.36529982e+00,1.30003720e+01
8.51585088e-01,1.47531682e+00,1.27544974e+01
9.16681026e-01,1.59576526e+00,1.25153777e+01
9.87588825e-01,1.72763804e+00,1.22832151e+01
1.06489468e+00,1.87202937e+00,1.20582713e+01
1.14923837e+00,2.03014312e+00,1.18408784e+01
1.24131899e+00,2.20330153e+00,1.16314528e+01
1.34190106e+00,2.39295417e+00,1.14305110e+01
1.45182077e+00,2.60068696e+00,1.12386886e+01
1.57199265e+00,2.82823075e+00,1.10567638e+01
1.70341621e+00,3.07746923e+00,1.08856847e+01
1.84718278e+00,3.35044540e+00,1.07266017e+01
2.00448213e+00,3.64936565e+00,1.05809071e+01
2.17660875e+00,3.97660049e+00,1.04502803e+01
2.36496728e+00,4.33468015e+00,1.03367429e+01
2.57107678e+00,4.72628297e+00,1.02427220e+01
2.79657298e+00,5.15421396e+00,1.01711240e+01
3.04320765e+00,5.62136975e+00,1.01254208e+01
3.31284389e+00,6.13068545e+00,1.01097465e+01
3.60744566e+00,6.68505751e+00,1.01290071e+01
3.92905955e+00,7.28723531e+00,1.01890002e+01
4.27978610e+00,7.93967262e+00,1.02965427e+01
4.66173733e+00,8.64432816e+00,1.04596011e+01
5.07697641e+00,9.40240344e+00,1.06874143e+01
5.52743453e+00,1.02140045e+01,1.09905959e+01
6.01479932e+00,1.10777149e+01,1.13811928e+01
6.54036847e+00,1.19900688e+01,1.18726712e+01
7.10486214e+00,1.29449210e+01,1.24797873e+01
7.70818841e+00,1.39327179e+01,1.32182891e+01
8.34915792e+00,1.49396987e+01,1.41043837e+01
9.02514824e+00,1.59470785e+01,1.51538956e+01
9.73172533e+00,1.69303105e+01,1.63810447e+01
1.04622402e+01,1.78585728e+01,1.77967878e+01
1.12074343e+01,1.86946830e+01,1.94067160e+01
1.19551043e+01,1.93956886e+01,2.12085835e+01
1.26898995e+01,1.99144039e+01,2.31896649e+01
1.33933393e+01,2.02021166e+01,2.53243023e+01
1.40441479e+01,2.02125504e+01,2.75721652e+01
1.46189896e+01,1.99069212e+01,2.98778600e+01
1.50936490e+01,1.92595738e+01,3.21725096e+01
1.54446290e+01,1.82633182e+01,3.43777017e+01
1.56510440e+01,1.69333236e+01,3.64117524e+01
1.56965873e+01,1.53084381e+01,3.81976171e+01
1.55712787e+01,1.34491821e+01,3.96711825e+01
1.52726897e+01,1.14323762e+01,4.07883443e+01
1.48064078e+01,9.34322248e+00,4.15293895e+01
1.41856384e+01,7.26633051e+00,4.18998027e+01
1.34300106e+01,5.27742114e+00,4.19274964e+01
1.25638007e+01,3.43715606e+00,4.16573106e+01
1.16138751e+01,1.78787220e+00,4.11441418e+01
1.06076614e+01,3.53228307e-01,4.04461203e+01
9.57139802e+00,-8.59837016e-01,3.96189306e+01
8.52881080e+00,-1.85773702e+00,3.87118538e+01
7.50026886e+00,-2.65635609e+00,3.77656156e+01
6.50238477e+00,-3.27735192e+00,3.68117750e+01
5.54797807e+00,-3.74506004e+00,3.58732170e+01
4.64630018e+00,-4.08416782e+00,3.49653030e+01
3.80342195e+00,-4.31814416e+00,3.40973028e+01
3.02270181e+00,-4.46831018e+00,3.32738429e+01
2.30527284e+00,-4.55339785e+00,3.24962135e+01
1.65050809e+00,-4.58944762e+00,3.17634591e+01
1.05644006e+00,-4.58991947e+00,3.10732347e+01
5.20123411e-01,-4.56592300e+00,3.04224445e+01
3.79381797e-02,-4.52650065e+00,2.98076943e+01
-3.94163548e-01,-4.47892210e+00,2.92255968e+01
-7.80461973e-01,-4.42896505e+00,2.86729624e+01
-1.12531804e+00,-4.38116980e+00,2.81469086e+01
-1.43305908e+00,-4.33906272e+00,2.76449115e+01
-1.70789501e+00,-4.30534809e+00,2.71648194e+01
-1.95385939e+00,-4.28207037e+00,2.67048420e+01
-2.17477015e+00,-4.27074989e+00,2.62635261e+01
-2.37420584e+00,-4.27249559e+00,2.58397246e+01
-2.55549396e+00,-4.28809780e+00,2.54325642e+01
-2.72170824e+00,-4.31810429e+00,2.50414134e+01
-2.87567287e+00,-4.36288192e+00,2.46658540e+01
-3.01997150e+00,-4.42266633e+00,2.43056567e+01
-3.15695959e+00,-4.49760119e+00,2.39607603e+01
-3.28877897e+00,-4.58776880e+00,2.36312555e+01
-3.41737342e+00,-4.69321297e+00,2.33173723e+01
-3.54450479e+00,-4.81395547e+00,2.30194713e+01
-3.67176868e+00,-4.95000657e+00,2.27380376e+01
-3.80060954e+00,-5.10137042e+00,2.24736779e+01
-3.93233448e+00,-5.26804574e+00,2.22271195e+01
-4.06812571e+00,-5.45002203e+00,2.19992108e+01
-4.20905121e+00,-5.64727171e+00,2.17909233e+01
-4.35607336e+00,-5.85973800e+00,2.16033541e+01
-4.51005556e+00,-6.08731889e+00,2.14377284e+01
-4.67176632e+00,-6.32984697e+00,2.12954018e+01
-4.84188096e+00,-6.58706500e+00,2.11778613e+01
-5.02098056e+00,-6.85859739e+00,2.10867236e+01
-5.20954815e+00,-7.14391729e+00,2.10237314e+01
-5.40796184e+00,-7.44230950e+00,2.09907445e+01
-5.61648493e+00,-7.75282941e+00,2.09897261e+01
-5.83525289e+00,-8.07425832e+00,2.10227215e+01
-6.06425717e+00,-8.40505610e+00,2.10918286e+01
-6.30332593e+00,-8.74331225e+00,2.11991576e+01
-6.55210198e+00,-9.08669724e+00,2.13467786e+01
-6.81001830e+00,-9.43241670e+00,2.15366550e+01
-7.07627179e+00,-9.77717148e+00,2.17705621e+01
-7.34979611e+00,-1.01171280e+01,2.20499886e+01
-7.62923510e+00,-1.04479035e+01,2.23760225e+01
-7.91291815e+00,-1.07645726e+01,2.27492216e+01
-8.19883988e+00,-1.10617003e+01,2.31694725e+01
-8.48464648e+00,-1.13334090e+01,2.36358417e+01
-8.76763148e+00,-1.15734846e+01,2.41464283e+01
-9.04474423e+00,-1.17755261e+01,2.46982260e+01
-9.31261393e+00,-1.19331408e+01,2.52870097e+01
-9.56759207e+00,-1.20401829e+01,2.59072582e+01
-9.80581553e+00,-1.20910295e+01,2.65521306e+01
-1.00232911e+01,-1.20808818e+01,2.72135104e+01
-1.02160013e+01,-1.20060732e+01,2.78821278e+01
-1.03800288e+01,-1.18643617e+01,2.85477685e+01
-1.05116949e+01,-1.16551809e+01,2.91995671e+01
-1.06077060e+01,-1.13798211e+01,2.98263749e+01
-1.06652982e+01,-1.10415163e+01,3.04171841e+01
-1.06823720e+01,-1.06454196e+01,3.09615775e+01
-1.06576057e+01,-1.01984585e+01,3.14501715e+01
-1.05905381e+01,-9.70907342e+00,3.18750145e+01
-1.04816141e+01,-9.18685767e+00,3.22299052e+01
-1.03321876e+01,-8.64212573e+00,3.25106067e+01
-1.01444814e+01,-8.08544677e+00,3.27149365e+01
-9.92150591e+00,-7.52718173e+00,3.28427330e+01
-9.66694379e+00,-6.97706143e+00,3.28957066e+01
-9.38500811e+00,-6.44383538e+00,3.28771974e+01
-9.08028532e+00,-5.93501197e+00,3.27918687e+01
-8.75757302e+00,-5.45669880e+00,3.26453653e+01
-8.42172289e+00,-5.01354137e+00,3.24439702e+01
-8.07749700e+00,-4.60874963e+00,3.21942823e+01
-7.72944404e+00,-4.24419573e+00,3.19029345e+01
-7.38179913e+00,-3.92056324e+00,3.15763652e+01
-7.03840919e+00,-3.63752822e+00,3.12206453e+01
-6.70268335e+00,-3.39395401e+00,3.08413609e+01
-6.37756672e+00,-3.18808501e+00,3.04435450e+01
-6.06553455e+00,-3.01772828e+00,3.00316518e+01
-5.76860334e+00,-2.88041574e+00,2.96095625e+01
-5.48835521e+00,-2.77354288e+00,2.91806154e+01
-5.22597201e+00,-2.69448253e+00,2.87476510e+01
-4.98227569e+00,-2.64067442e+00,2.83130661e+01
-4.75777239e+00,-2.60969249e+00,2.78788715e+01
-4.55269771e+00,-2.59929243e+00,2.74467491e+01
-4.36706135e+00,-2.60744278e+00,2.70181058e+01
-4.20068982e+00,-2.63234238e+00,2.65941230e+01
-4.05326618e+00,-2.67242720e+00,2.61758012e+01
-3.92436626e+00,-2.72636900e+00,2.57639977e+01
-3.81349100e+00,-2.79306802e+00,2.53594608e+01
-3.72009477e+00,-2.87164158e+00,2.49628575e+01
-3.64360978e+00,-2.96140993e+00,2.45747983e+01
-3.58346682e+00,-3.06188066e+00,2.41958573e+01
-3.53911234e+00,-3.17273222e+00,2.38265909e+01
-3.51002250e+00,-3.29379756e+00,2.34675523e+01
-3.49571422e+00,-3.42504785e+00,2.31193062e+01
-3.49575369e+00,-3.56657683e+00,2.27824411e+01
-3.50976263e+00,-3.71858570e+00,2.24575812e+01
-3.53742251e+00,-3.88136857e+00,2.21453977e+01
-3.57847703e+00,-4.05529826e+00,2.18466202e+01
-3.63273297e+00,-4.24081231e+00,2.15620479e+01
-3.70005972e+00,-4.43839883e+00,2.12925612e+01
-3.78038741e+00,-4.64858187e+00,2.10391334e+01
-3.87370378e+00,-4.87190575e+00,2.08028429e+01
-3.98004985e+00,-5.10891801e+00,2.05848856e+01
-4.09951423e+00,-5.36015035e+00,2.03865875e+01
-4.23222606e+00,-5.62609690e+00,2.02094170e+01
-4.37834641e+00,-5.90718925e+00,2.00549971e+01
-4.53805791e+00,-6.20376753e+00,1.99251164e+01
-4.71155241e+00,-6.51604681e+00,1.98217380e+01
-4.89901637e+00,-6.84407819e+00,1.97470063e+01
-5.10061367e+00,-7.18770395e+00,1.97032495e+01
-5.31646540e+00,-7.54650628e+00,1.96929761e+01
-5.54662651e+00,-7.91974940e+00,1.97188650e+01
-5.79105870e+00,-8.30631521e+00,1.97837444e+01
-6.04959964e+00,-8.70463303e+00,1.98905594e+01
-6.32192804e+00,-9.11260496e+00,2.00423227e+01
-6.60752496e+00,-9.52752905e+00,2.02420476e+01
-6.90563141e+00,-9.94602388e+00,2.04926577e+01
-7.21520316e+00,-1.03639596e+01,2.07968716e+01
-7.53486379e+00,-1.07764020e+01,2.11570603e+01
-7.86285788e+00,-1.11775779e+01,2.15750749e+01
-8.19700687e+00,-1.15608727e+01,2.20520470e+01
-8.53467071e+00,-1.19188701e+01,2.25881661e+01
-8.87271969e+00,-1.22434479e+01,2.31824405e+01
-9.20752110e+00,-1.25259393e+01,2.38324557e+01
-9.53494608e+00,-1.27573702e+01,2.45341480e+01
-9.85040237e+00,-1.29287761e+01,2.52816166e+01
-1.01488977e+01,-1.30315951e+01,2.60670006e+01
-1.04251378e+01,-1.30581258e+01,2.68804508e+01
-1.06736613e+01,-1.30020249e+01,2.77102226e+01
-1.08890087e+01,-1.28588103e+01,2.85429115e+01
-1.10659228e+01,-1.26263230e+01,2.93638404e+01
-1.11995689e+01,-1.23050978e+01,3.01575911e+01
-1.12857637e+01,-1.18985915e+01,3.09086548e+01
-1.13211948e+01,-1.14132263e+01,3.16021562e+01
-1.13036137e+01,-1.08582258e+01,3.22245891e+01
-1.12319849e+01,-1.02452387e+01,3.27644955e+01
-1.11065751e+01,-9.58777783e+00,3.32130191e+01
-1.09289737e+01,-8.90052189e+00,3.35642781e+01
-1.07020414e+01,-8.19854727e+00,3.38155240e+01
-1.04297891e+01,-7.49656390e+00,3.39670772e+01
-1.01172002e+01,-6.80822582e+00,3.40220614e+01
-9.77000859e+00,-6.14557280e+00,3.39859763e+01
-9.39445381e+00,-5.51863871e+00,3.38661666e+01
-8.99703006e+00,-4.93523903e+00,3.36712470e+01
-8.58424769e+00,-4.40092866e+00,3.34105382e+01
-8.16242042e+00,-3.91910457e+00,3.30935601e+01
-7.73748831e+00,-3.49121817e+00,3.27296104e+01
-7.31488144e+00,-3.11705906e+00,3.23274439e+01
-6.89942557e+00,-2.79507381e+00,3.18950533e+01
-6.49528758e+00,-2.52268920e+00,3.14395435e+01
-6.10595605e+00,-2.29661718e+00,3.09670839e+01
-5.73425123e+00,-2.11312607e+00,3.04829209e+01
-5.38235786e+00,-1.96827007e+00,2.99914343e+01
-5.05187461e+00,-1.85807443e+00,2.94962198e+01
-4.74387424e+00,-1.77867766e+00,2.90001860e+01
-4.45896979e+00,-1.72643500e+00,2.85056554e+01
-4.19738253e+00,-1.69798844e+00,2.80144615e+01
-3.95900880e+00,-1.69030918e+00,2.75280393e+01
-3.74348342e+00,-1.70071839e+00,2.70475050e+01
-3.55023817e+00,-1.72689136e+00,2.65737245e+01
-3.37855453e+00,-1.76684961e+00,2.61073711e+01
-3.22761022e+00,-1.81894474e+00,2.56489739e+01
-3.09651943e+00,-1.88183692e+00,2.51989557e+01
-2.98436711e+00,-1.95447052e+00,2.47576648e+01
-2.89023753e+00,-2.03604855e+00,2.43253995e+01
-2.81323775e+00,-2.12600713e+00,2.39024283e+01
-2.75251643e+00,-2.22399112e+00,2.34890055e+01
-2.70727860e+00,-2.32983121e+00,2.30853851e+01
-2.67679698e+00,-2.44352301e+00,2.26918309e+01
-2.66042027e+00,-2.56520823e+00,2.23086270e+01
-2.65757905e+00,-2.69515793e+00,2.19360864e+01
-2.66778951e+00,-2.83375782e+00,2.15745593e+01
-2.69065562e+00,-2.98149533e+00,2.12244420e+01
-2.72586986e+00,-3.13894826e+00,2.08861856e+01
-2.77321293e+00,-3.30677469e+00,2.05603054e+01
-2.83255254e+00,-3.48570385e+00,2.02473914e+01
-2.90384147e+00,-3.67652740e+00,1.99481193e+01
-2.98711499e+00,-3.88009087e+00,1.96632634e+01
-3.08248775e+00,-4.09728464e+00,1.93937099e+01
-3.19014996e+00,-4.32903391e+00,1.91404723e+01
-3.31036302e+00,-4.57628705e+00,1.89047080e+01
-3.44345425e+00,-4.84000165e+00,1.86877362e+01
-3.58981073e+00,-5.12112736e+00,1.84910576e+01
-3.74987185e+00,-5.42058472e+00,1.83163749e+01
-3.92412034e+00,-5.73923885e+00,1.81656142e+01
-4.11307134e+00,-6.07786688e+00,1.80409465e+01
-4.31725910e+00,-6.43711793e+00,1.79448093e+01
-4.53722065e+00,-6.81746414e+00,1.78799254e+01
-4.77347593e+00,-7.21914154e+00,1.78493188e+01
-5.02650365e+00,-7.64207930e+00,1.78563251e+01
-5.29671205e+00,-8.08581633e+00,1.79045925e+01
-5.58440389e+00,-8.54940436e+00,1.79980715e+01
-5.88973492e+00,-9.03129751e+00,1.81409861e+01
-6.21266508e+00,-9.52922913e+00,1.83377843e+01
-6.55290223e+00,-1.00400786e+01,1.85930575e+01
-6.90983810e+00,-1.05597321e+01,1.89114255e+01
-7.28247723e+00,-1.10829456e+01,1.92973765e+01
-7.66935998e+00,-1.16032190e+01,1.97550573e+01
-8.06848221e+00,-1.21126986e+01,2.02880077e+01
-8.47721520e+00,-1.26021235e+01,2.08988372e+01
-8.89223138e+00,-1.30608424e+01,2.15888466e+01
-9.30944296e+00,-1.34769231e+01,2.23576079e+01
-9.72396250e+00,-1.38373840e+01,2.32025206e+01
-1.01300961e+01,-1.41285682e+01,2.41183799e+01
-1.05213802e+01,-1.43366766e+01,2.50970024e+01
-1.08906738e+01,-1.44484589e+01,2.61269661e+01
-1.12303140e+01,-1.44520408e+01,2.71935269e+01
-1.15323408e+01,-1.43378395e+01,2.82787757e+01
-1.17887879e+01,-1.40994905e+01,2.93620804e+01
-1.19920322e+01,-1.37346852e+01,3.04208341e+01
-1.21351788e+01,-1.32458054e+01,3.14314900e+01
-1.22124574e+01,-1.26402448e+01,3.23708146e+01
-1.22195913e+01,-1.19303346e+01,3.32172485e+01
-1.21541044e+01,-1.11328376e+01,3.39522281e+01
-1.20155303e+01,-1.02680352e+01,3.45613142e+01
-1.18054982e+01,-9.35849403e+00,3.50349882e+01
-1.15276834e+01,-8.42765205e+00,3.53690250e+01
-1.11876256e+01,-7.49838582e+00,3.55644099e+01
-1.07924342e+01,-6.59171956e+00,3.56268388e+01
-1.03504103e+01,-5.72580338e+00,3.55658910e+01
-9.87062453e+00,-4.91523737e+00,3.53940037e+01
-9.36248813e+00,-4.17076183e+00,3.51253830e+01
-8.83535193e+00,-3.49928311e+00,3.47749716e+01
-8.29815980e+00,-2.90416895e+00,3.43575628e+01
-7.75917277e+00,-2.38572958e+00,3.38871130e+01
-7.22577067e+00,-1.94179926e+00,3.33762681e+01
-6.70432987e+00,-1.56834450e+00,3.28360918e+01
-6.20016935e+00,-1.26004241e+00,3.22759645e+01
-5.71755405e+00,-1.01079234e+00,3.17036130e+01
-5.25974244e+00,-8.14141460e-01,3.11252307e+01
-4.82906565e+00,-6.63619082e-01,3.05456518e+01
-4.42702669e+00,-5.52984021e-01,2.99685492e+01
-4.05440987e+00,-4.76395315e-01,2.93966350e+01
-3.71139293e+00,-4.28519127e-01,2.88318496e+01
-3.39765608e+00,-4.04585144e-01,2.82755291e+01
-3.11248412e+00,-4.00404867e-01,2.77285492e+01
-2.85485921e+00,-4.12362512e-01,2.71914434e+01
-2.62354288e+00,-4.37387324e-01,2.66644987e+01
-2.41714714e+00,-4.72914278e-01,2.61478290e+01
-2.23419460e+00,-5.16838414e-01,2.56414321e+01
-2.07316846e+00,-5.67466692e-01,2.51452315e+01
-1.93255314e+00,-6.23470087e-01,2.46591068e+01
-1.81086654e+00,-6.83837761e-01,2.41829153e+01
-1.70668509e+00,-7.47834501e-01,2.37165068e+01
-1.61866245e+00,-8.14962077e-01,2.32597333e+01
-1.54554307e+00,-8.84924856e-01,2.28124561e+01
-1.48617131e+00,-9.57599722e-01,2.23745494e+01
-1.43949705e+00,-1.03301021e+00,2.19459034e+01
-1.40457857e+00,-1.11130462e+00,2.15264259e+01
-1.38058313e+00,-1.19273788e+00,2.11160435e+01
-1.36678608e+00,-1.27765673e+00,2.07147035e+01
-1.36256866e+00,-1.36648801e+00,2.03223744e+01
-1.36741512e+00,-1.45972971e+00,1.99390487e+01
-1.38090933e+00,-1.55794431e+00,1.95647441e+01
-1.40273125e+00,-1.66175432e+00,1.91995070e+01
-1.43265330e+00,-1.77183963e+00,1.88434154e+01
-1.47053700e+00,-1.88893635e+00,1.84965835e+01
-1.51632979e+00,-2.01383698e+00,1.81591662e+01
-1.57006233e+00,-2.14739169e+00,1.78313655e+01
-1.63184614e+00,-2.29051038e+00,1.75134375e+01
-1.70187169e+00,-2.44416537e+00,1.72057007e+01
-1.78040701e+00,-2.60939445e+00,1.69085460e+01
-1.86779668e+00,-2.78730408e+00,1.66224481e+01
-1.96446122e+00,-2.97907234e+00,1.63479789e+01
-2.07089682e+00,-3.18595144e+00,1.60858233e+01
-2.18767524e+00,-3.40926921e+00,1.58367974e+01
-2.31544389e+00,-3.65042916e+00,1.56018693e+01
-2.45492570e+00,-3.91090847e+00,1.53821835e+01
-2.60691877e+00,-4.19225311e+00,1.51790884e+01
-2.77229536e+00,-4.49606908e+00,1.49941681e+01
-2.95199991e+00,-4.82400853e+00,1.48292780e+01
-3.14704565e+00,-5.17774935e+00,1.46865851e+01
-3.35850917e+00,-5.55896618e+00,1.45686120e+01
-3.58752229e+00,-5.96929079e+00,1.44782857e+01
-3.83526020e+00,-6.41025894e+00,1.44189891e+01
-4.10292504e+00,-6.88324058e+00,1.43946145e+01
-4.39172335e+00,-7.38934981e+00,1.44096174e+01
-4.70283597e+00,-7.92933051e+00,1.44690659e+01
-5.03737857e+00,-8.50341330e+00,1.45786815e+01
-5.39635084e+00,-9.11113976e+00,1.47448652e+01
-5.78057193e+00,-9.75115035e+00,1.49746964e+01
-6.19060009e+00,-1.04209340e+01,1.52758957e+01
-6.62663428e+00,-1.11165403e+01,1.56567320e+01
-7.08839611e+00,-1.18322588e+01,1.61258571e+01
-7.57499138e+00,-1.25602790e+01,1.66920435e+01
-8.08475228e+00,-1.32903500e+01,1.73638018e+01
-8.61506360e+00,-1.40094763e+01,1.81488557e+01
-9.16218005e+00,-1.47016952e+01,1.90534568e+01
-9.72104633e+00,-1.53480024e+01,2.00815366e+01
-1.02851376e+01,-1.59265031e+01,2.12337133e+01
-1.08463437e+01,-1.64128735e+01,2.25062061e+01
-1.13949270e+01,-1.67812162e+01,2.38897485e+01
-1.19195867e+01,-1.70053620e+01,2.53686437e+01
-1.24076631e+01,-1.70606243e+01,2.69201437e+01
-1.28455092e+01,-1.69259293e+01,2.85143610e+01
-1.32190397e+01,-1.65861441e+01,3.01149065e+01
-1.35144495e+01,-1.60343228e+01,3.16803827e+01
-1.37190579e+01,-1.52735123e+01,3.31667368e+01
-1.38222086e+01,-1.43177446e+01,3.45303125e+01
-1.38161262e+01,-1.31919177e+01,3.57312608e+01
-1.36966198e+01,-1.19304297e+01,3.67368393e+01
-1.34635321e+01,-1.05746628e+01,3.75240852e+01
-1.31208639e+01,-9.16964371e+00,3.80814341e+01
-1.26765473e+01,-7.76037600e+00,3.84090418e+01
-1.21418999e+01,-6.38839469e+00,3.85178199e+01
-1.15308317e+01,-5.08901262e+00,3.84274328e+01
-1.08589131e+01,-3.88955552e+00,3.81636604e+01
-1.01424143e+01,-2.80866618e+00,3.77555829e+01
-9.39741907e+00,-1.85656530e+00,3.72329867e+01
-8.63908301e+00,-1.03602872e+00,3.66242662e+01
-7.88107956e+00,-3.43791613e-01,3.59549522e+01
-7.13524111e+00,2.27891757e-01,3.52468680e+01
-6.41138168e+00,6.89744303e-01,3.45178247e+01
-5.71727093e+00,1.05415458e+00,3.37817247e+01
-5.05872330e+00,1.33412373e+00,3.30489322e+01
-4.43976574e+00,1.54248294e+00,3.23267873e+01
-3.86285164e+00,1.69135851e+00,3.16201670e+01
-3.32909502e+00,1.79184372e+00,3.09320283e+01
-2.83850546e+00,1.85383109e+00,3.02638939e+01
-2.39021075e+00,1.88596130e+00,2.96162612e+01
-1.98265905e+00,1.89565133e+00,2.89889328e+01
-1.61379655e+00,1.88917250e+00,2.83812702e+01
-1.28121929e+00,1.87175636e+00,2.77923840e+01
-9.82299767e-01,1.84771304e+00,2.72212681e+01
-7.14290035e-01,1.82055165e+00,2.66668927e+01
-4.74403750e-01,1.79309631e+00,2.61282631e+01
-2.59879708e-01,1.76759398e+00,2.56044554e+01
-6.80295652e-02,1.74581222e+00,2.50946354e+01
1.03727766e-01,1.72912620e+00,2.45980649e+01
2.57842762e-01,1.71859501e+00,2.41141016e+01
3.96620917e-01,1.71502793e+00,2.36421942e+01
5.22215590e-01,1.71904131e+00,2.31818757e+01
6.36626542e-01,1.73110719e+00,2.27327551e+01
7.41702855e-01,1.75159437e+00,2.22945103e+01
8.39149171e-01,1.78080298e+00,2.18668809e+01
9.30534350e-01,1.81899353e+00,2.14496632e+01
1.01730182e+00,1.86641096e+00,2.10427048e+01
1.10078102e+00,1.92330473e+00,2.06459026e+01
1.18219953e+00,1.98994539e+00,2.02592006e+01
1.26269543e+00,2.06663834e+00,1.98825897e+01
1.34332974e+00,2.15373516e+00,1.95161089e+01
1.42509855e+00,2.25164300e+00,1.91598474e+01
1.50894494e+00,2.36083244e+00,1.88139486e+01
1.59577035e+00,2.48184386e+00,1.84786148e+01
1.68644546e+00,2.61529286e+00,1.81541142e+01
1.78182050e+00,2.76187452e+00,1.78407884e+01
1.88273491e+00,2.92236681e+00,1.75390627e+01
1.99002639e+00,3.09763293e+00,1.72494573e+01
2.10453926e+00,3.28862266e+00,1.69726012e+01
2.22713206e+00,3.49637226e+00,1.67092478e+01
2.35868436e+00,3.72200284e+00,1.64602938e+01
2.50010268e+00,3.96671651e+00,1.62268001e+01
2.65232534e+00,4.23178990e+00,1.60100165e+01
2.81632607e+00,4.51856404e+00,1.58114090e+01
2.99311610e+00,4.82842975e+00,1.56326911e+01
3.18374437e+00,5.16280713e+00,1.54758586e+01
3.38929549e+00,5.52311770e+00,1.53432277e+01
3.61088472e+00,5.91074717e+00,1.52374767e+01
3.84964942e+00,6.32699667e+00,1.51616896e+01
4.10673594e+00,6.77301968e+00,1.51194019e+01
4.38328101e+00,7.24974184e+00,1.51146446e+01
4.68038625e+00,7.75776011e+00,1.51519854e+01
4.99908445e+00,8.29721806e+00,1.52365619e+01
5.34029577e+00,8.86765370e+00,1.53741011e+01
5.70477233e+00,9.46781743e+00,1.55709165e+01
6.09302914e+00,1.00954583e+01,1.58338745e+01
6.50525977e+00,1.07470796e+01,1.61703141e+01
6.94123547e+00,1.14176674e+01,1.65879071e+01
7.40018713e+00,1.21004034e+01,1.70944383e+01
7.88067093e+00,1.27863758e+01,1.76974884e+01
8.38042039e+00,1.34643188e+01,1.84039988e+01
8.89619035e+00,1.41204148e+01,1.92197078e+01
9.42360215e+00,1.47382118e+01,2.01484503e+01
9.95700367e+00,1.52987172e+01,2.11913360e+01
1.04893629e+01,1.57807356e+01,2.23458420e+01
1.10122183e+01,1.61615188e+01,2.36048871e+01
1.15157131e+01,1.64177763e+01,2.49559960e+01
